0.2,0.5,0.3,0.4,6.562871
0.8,0.0,0.7,0.0,6.9321914
0.6,0.9,0.9,0.0,7.3919516
0.2,0.8,0.1,0.1,7.532281
0.7,0.0,0.7,0.4,7.9919815
0.1,0.3,0.5,0.1,8.136276
0.6,0.2,0.2,0.9,8.158853
0.3,0.3,1.0,0.6,8.346013
0.7,1.0,0.7,0.7,8.535076
0.5,0.1,0.8,0.4,8.592967
0.5,0.3,0.2,0.6,8.799582
0.1,0.4,0.5,0.2,8.828626
0.2,0.0,0.2,0.4,8.942375
0.4,0.4,0.8,0.1,9.188133
0.7,0.6,0.5,0.5,9.3034935
0.3,0.8,0.3,0.7,9.360804
0.7,0.5,0.8,0.8,9.514516
1.0,0.3,0.2,0.8,9.543406
0.0,0.3,0.5,0.0,9.665388
0.0,0.8,0.7,0.7,9.689597
0.8,0.2,0.5,0.0,10.01482
1.0,0.9,0.4,0.2,10.024959
0.3,0.2,1.0,0.4,10.043545
0.6,0.7,0.0,0.2,10.077135
0.6,0.4,0.0,0.4,10.124548
0.9,0.6,0.1,0.9,10.169254
0.0,0.2,0.7,0.6,10.186609
0.3,0.9,0.2,0.6,10.270275
0.3,0.2,0.8,0.2,10.296912
0.9,0.5,0.2,0.2,10.377394
0.4,0.2,0.1,0.8,10.459133
0.6,0.6,0.1,0.9,10.542006
0.1,0.0,0.4,0.5,10.570287
0.6,0.7,0.3,0.5,10.610863
1.0,0.3,1.0,0.7,10.685961
0.7,0.9,0.3,0.1,10.766182
0.3,1.0,0.5,0.7,10.802864
0.8,1.0,0.6,0.3,10.918225
0.5,0.2,0.7,0.7,10.924168
0.3,0.5,0.8,0.3,11.0181875
0.3,0.8,0.5,0.9,11.080766
0.5,0.7,0.4,0.4,11.10902
0.5,0.1,0.0,0.1,11.138545
0.1,0.4,0.7,0.2,11.2188225
0.1,1.0,0.0,0.2,11.292085
0.7,0.7,0.0,0.8,11.352806
0.3,0.7,0.5,0.1,11.439848
0.4,0.3,0.4,0.3,11.456563
0.1,0.1,0.5,0.3,11.456868
0.1,0.4,0.4,0.8,11.607938
0.2,0.2,1.0,0.2,11.75284
0.8,0.4,0.8,0.7,11.828135
0.4,0.5,0.9,0.4,11.944569
0.6,0.4,0.8,0.6,11.968082
0.7,0.1,0.2,0.5,12.033663
0.4,1.0,0.7,0.2,12.104816
0.5,0.0,0.7,0.1,12.133733
0.7,0.3,0.7,0.4,12.221928
1.0,0.5,0.9,0.7,12.24125
0.4,0.3,0.8,0.3,12.332329
0.1,0.4,1.0,0.6,12.347975
0.7,0.1,0.9,0.1,12.370205
0.6,0.6,0.9,0.2,12.391164
0.5,0.1,0.2,0.0,12.46784
0.7,0.3,0.9,0.9,12.529196
0.8,0.5,0.5,0.9,12.547573
0.8,0.4,0.7,0.9,12.708017
0.9,0.2,0.2,1.0,12.712565
0.8,0.3,0.7,0.5,12.779212
0.7,0.2,0.5,0.4,12.81086
0.8,0.3,1.0,0.5,12.971573
0.2,0.3,0.5,0.8,12.988966
0.2,0.3,0.6,0.3,13.001443
0.5,0.5,0.4,0.4,13.026006
0.9,0.0,0.1,0.0,13.078476
0.4,0.0,0.2,0.1,13.087592
0.8,0.0,0.9,0.5,13.10973
0.3,0.8,1.0,0.3,13.179942
0.4,0.2,0.2,0.0,13.204796
0.3,0.2,0.5,0.1,13.23258
0.7,0.2,0.1,0.4,13.241152
0.4,0.4,0.8,0.2,13.318747
1.0,0.4,0.5,0.6,13.351046
0.1,0.1,0.5,0.1,13.351059
0.8,0.4,0.5,0.2,13.44584
0.3,0.9,0.5,0.9,13.477039
0.4,0.1,0.6,0.7,13.501719
0.3,0.7,0.2,0.5,13.541187
0.4,0.7,0.3,0.9,13.612585
0.5,0.4,0.1,1.0,13.661967
0.5,0.0,0.3,0.1,13.665604
0.7,0.5,0.8,1.0,13.66782
0.3,0.9,0.9,1.0,13.695683
0.3,0.1,0.7,0.2,13.71126
0.5,0.2,0.5,0.3,13.7253895
0.1,0.8,0.9,0.5,13.745829
0.9,0.0,0.6,0.0,13.847226
0.9,0.8,0.7,0.9,13.871248
