logging coordinates , 0.20929980278
quadrant creation , 0.0441429615021
cluster creation , 0.0100240707397
8 mw1 , 3224
instance + data collection , 0.378767967224
logging coordinates , 0.231533050537
quadrant creation , 0.0534729957581
cluster creation , 0.0123071670532

1 pc1 , 1109
instance + data collection , 0.081218957901
logging coordinates , 0.127382993698
quadrant creation , 0.0158851146698
cluster creation , 0.00417184829712
2 pc1 , 2218
instance + data collection , 0.164350986481
logging coordinates , 0.235231876373
quadrant creation , 0.033931016922
cluster creation , 0.00869703292847
3 pc1 , 3327
instance + data collection , 0.245491981506
logging coordinates , 0.266340017319
quadrant creation , 0.0581700801849
cluster creation , 0.0158140659332
4 pc1 , 4436
instance + data collection , 0.330731868744
logging coordinates , 0.331047058105
quadrant creation , 0.0975720882416
cluster creation , 0.0173709392548
5 pc1 , 5545
instance + data collection , 0.425300836563
logging coordinates , 0.473125934601
quadrant creation , 0.129612922668
cluster creation , 0.026508808136
6 pc1 , 6654
instance + data collection , 0.499699115753
logging coordinates , 0.523433923721
quadrant creation , 0.186516046524
cluster creation , 0.0236759185791
7 pc1 , 7763
instance + data collection , 0.580569028854
logging coordinates , 0.525099992752
quadrant creation , 0.169695138931
cluster creation , 0.0331199169159
8 pc1 , 8872
instance + data collection , 0.664658069611
logging coordinates , 0.675841093063
quadrant creation , 0.228133916855
cluster creation , 0.033618927002

1 pc2 , 5589
instance + data collection , 0.66130900383
logging coordinates , 0.933329105377
quadrant creation , 0.139683961868
cluster creation , 0.0197710990906
2 pc2 , 11178
instance + data collection , 1.41847991943
logging coordinates , 1.54894709587
quadrant creation , 0.250358819962
cluster creation , 0.0333690643311
3 pc2 , 16767
instance + data collection , 2.08556103706
logging coordinates , 2.04532408714
quadrant creation , 0.471515893936
cluster creation , 0.0522131919861
4 pc2 , 22356
instance + data collection , 2.79113197327
logging coordinates , 2.44873690605
quadrant creation , 0.759425878525
cluster creation , 0.0634989738464
5 pc2 , 27945
instance + data collection , 3.47217488289
logging coordinates , 3.12926387787
quadrant creation , 0.720257043839
cluster creation , 0.0737981796265
6 pc2 , 33534
instance + data collection , 4.49209713936
logging coordinates , 4.24423122406
quadrant creation , 0.963549852371
cluster creation , 0.0903751850128
7 pc2 , 39123
instance + data collection , 5.12993001938
logging coordinates , 4.34502601624
quadrant creation , 1.28082513809
cluster creation , 0.0984928607941
8 pc2 , 44712
instance + data collection , 6.01802897453
logging coordinates , 5.01302099228
quadrant creation , 1.40566396713
cluster creation , 0.110090017319

1 pc3 , 1563
instance + data collection , 0.192368984222
logging coordinates , 0.252447128296
quadrant creation , 0.0219769477844
cluster creation , 0.00617599487305
2 pc3 , 3126
instance + data collection , 0.380377054214
logging coordinates , 0.384346961975
quadrant creation , 0.0611820220947
cluster creation , 0.0145628452301
3 pc3 , 4689
instance + data collection , 0.566534996033
logging coordinates , 0.560335159302
quadrant creation , 0.0976560115814
cluster creation , 0.0222198963165
4 pc3 , 6252
instance + data collection , 0.760910987854
logging coordinates , 0.694752931595
quadrant creation , 0.143314123154
